num_uavs,num_requests,area_size,num_locations,vnfs_per_request,time_slots,seed,milp_success,milp_serviced,milp_reward,milp_runtime,milp_status,mpoploc_success,mpoploc_serviced,mpoploc_reward,mpoploc_runtime,mpoploc_status,serviced_diff,reward_diff,runtime_ratio,test_case_id,run_id
4,30,150.0,10,2,4,0,True,22,22000.0,60.33472776412964,optimal,True,14,14000.0,0.01704120635986328,completed,8,8000.0,0.00028244440625444677,0,0
6,30,150.0,10,2,4,1000,True,29,29000.0,60.63055777549744,optimal,True,24,24000.0,0.020287513732910156,completed,5,5000.0,0.00033460872664293595,1,0
8,30,150.0,10,2,4,2000,True,30,30000.0,12.879611730575562,optimal,True,30,30000.0,0.02197885513305664,completed,0,0.0,0.0017064842941561604,2,0
10,30,150.0,10,2,4,3000,True,30,30000.0,45.19493556022644,optimal,True,30,30000.0,0.02155303955078125,completed,0,0.0,0.00047689059147036124,3,0
8,20,150.0,10,2,4,4000,True,20,20000.0,11.648391246795654,optimal,True,20,20000.0,0.013034820556640625,completed,0,0.0,0.0011190232436797968,4,0
8,25,150.0,10,2,4,5000,True,25,25000.0,5.036284923553467,optimal,True,25,25000.0,0.01802539825439453,completed,0,0.0,0.003579106132398144,5,0
8,30,150.0,10,2,4,6000,True,30,30000.0,28.682663679122925,optimal,True,30,30000.0,0.021974563598632812,completed,0,0.0,0.0007661270182039371,6,0
8,35,150.0,10,2,4,7000,True,35,35000.0,12.935495376586914,optimal,True,34,34000.0,0.027063846588134766,completed,1,1000.0,0.0020922157057177717,7,0
8,40,150.0,10,2,4,8000,True,40,40000.0,28.847938299179077,optimal,True,39,39000.0,0.03482937812805176,completed,1,1000.0,0.0012073437542343502,8,0
8,45,150.0,10,2,4,9000,True,39,39000.0,61.45782494544983,optimal,True,40,40000.0,0.032613277435302734,completed,-1,-1000.0,0.0005306611072593342,9,0
8,50,150.0,10,2,4,10000,True,47,47000.0,61.52079772949219,optimal,True,43,43000.0,0.03745555877685547,completed,4,4000.0,0.0006088275861042649,10,0
8,55,150.0,10,2,4,11000,True,47,47000.0,61.58388042449951,optimal,True,42,42000.0,0.03991127014160156,completed,5,5000.0,0.0006480798200193296,11,0
8,30,100.0,10,2,4,12000,True,30,30000.0,14.807870626449585,optimal,True,30,30000.0,0.024307727813720703,completed,0,0.0,0.0016415410714287727,12,0
8,30,110.0,10,2,4,13000,True,30,30000.0,9.389206647872925,optimal,True,30,30000.0,0.0244598388671875,completed,0,0.0,0.0026051017710563167,13,0
8,30,120.0,10,2,4,14000,True,30,30000.0,8.87510085105896,optimal,True,30,30000.0,0.024559497833251953,completed,0,0.0,0.00276723591600895,14,0
8,30,130.0,10,2,4,15000,True,30,30000.0,9.386939764022827,optimal,True,30,30000.0,0.03154563903808594,completed,0,0.0,0.0033605882035155268,15,0
8,30,140.0,10,2,4,16000,True,30,30000.0,10.684072732925415,optimal,True,30,30000.0,0.025547504425048828,completed,0,0.0,0.002391176573173107,16,0
8,30,150.0,10,2,4,17000,True,30,30000.0,7.600503206253052,optimal,True,30,30000.0,0.02324199676513672,completed,0,0.0,0.003057954997771091,17,0
8,30,160.0,10,2,4,18000,True,30,30000.0,11.052679777145386,optimal,True,30,30000.0,0.023585796356201172,completed,0,0.0,0.0021339436979773566,18,0
8,30,170.0,10,2,4,19000,True,30,30000.0,12.313358306884766,optimal,True,30,30000.0,0.027105093002319336,completed,0,0.0,0.002201275421926451,19,0
8,30,180.0,10,2,4,20000,True,30,30000.0,12.113327741622925,optimal,True,30,30000.0,0.022086143493652344,completed,0,0.0,0.0018232928196734548,20,0
8,30,190.0,10,2,4,21000,True,30,30000.0,8.133612632751465,optimal,True,30,30000.0,0.0240633487701416,completed,0,0.0,0.0029585068599463625,21,0
