num_uavs,num_requests,area_size,num_locations,vnfs_per_request,time_slots,seed,milp_success,milp_serviced,milp_reward,milp_runtime,milp_status,mpoploc_success,mpoploc_serviced,mpoploc_reward,mpoploc_runtime,mpoploc_status,serviced_diff,reward_diff,runtime_ratio,test_case_id,run_id
4,40,3000.0,10,2,4,0,True,20,20000.0,60.35385537147522,optimal,True,12,12000.0,0.02199530601501465,completed,8,8000.0,0.00036443912123980393,0,0
6,40,3000.0,10,2,4,1000,True,25,25000.0,60.769880533218384,optimal,True,10,10000.0,0.027521848678588867,completed,15,15000.0,0.0004528863383818027,1,0
8,40,3000.0,10,2,4,2000,True,2,2000.0,61.30299139022827,optimal,True,2,2000.0,0.041906118392944336,completed,0,0.0,0.0006835901061693409,2,0
10,40,3000.0,10,2,4,3000,True,0,-0.0,61.988215923309326,optimal,True,21,21000.0,0.03654336929321289,completed,-21,-21000.0,0.0005895212299451185,3,0
8,40,30000.0,10,2,4,4000,True,0,-0.0,1.5750715732574463,optimal,True,0,0.0,0.04252266883850098,completed,0,-0.0,0.026997293050346115,4,0
8,45,30000.0,10,2,4,5000,True,0,-0.0,2.8178365230560303,optimal,True,0,0.0,0.05152320861816406,completed,0,-0.0,0.01828466917672199,5,0
8,50,30000.0,10,2,4,6000,True,0,-0.0,1.7446396350860596,optimal,True,0,0.0,0.0531156063079834,completed,0,-0.0,0.030445030159688715,6,0
8,55,30000.0,10,2,4,7000,True,0,-0.0,1.9867053031921387,optimal,True,0,0.0,0.07348179817199707,completed,0,-0.0,0.03698676298589942,7,0
8,60,30000.0,10,2,4,8000,True,0,-0.0,2.053210973739624,optimal,True,0,0.0,0.06250905990600586,completed,0,-0.0,0.03044453819188134,8,0
8,65,30000.0,10,2,4,9000,True,0,-0.0,2.0767738819122314,optimal,True,0,0.0,0.06864118576049805,completed,0,-0.0,0.03305183407704227,9,0
8,70,30000.0,10,2,4,10000,True,0,-0.0,2.167022466659546,optimal,True,0,0.0,0.0726473331451416,completed,0,-0.0,0.03352403321278302,10,0
8,75,30000.0,10,2,4,11000,True,0,-0.0,2.364766836166382,optimal,True,0,0.0,0.07703518867492676,completed,0,-0.0,0.032576230136841564,11,0
8,80,30000.0,10,2,4,12000,True,0,-0.0,2.4930946826934814,optimal,True,0,0.0,0.08087515830993652,completed,0,-0.0,0.0324396657982363,12,0
8,40,1000.0,10,2,4,13000,True,40,40000.0,15.585205316543579,optimal,True,37,37000.0,0.029062747955322266,completed,3,3000.0,0.001864765164464813,13,0
8,40,1500.0,10,2,4,14000,True,39,39000.0,121.37937498092651,optimal,True,29,29000.0,0.030694007873535156,completed,10,10000.0,0.0002528766347524725,14,0
8,40,2000.0,10,2,4,15000,True,36,36000.0,121.34996318817139,optimal,True,23,23000.0,0.03961300849914551,completed,13,13000.0,0.0003264360981941097,15,0
8,40,2500.0,10,2,4,16000,True,27,27000.0,121.37459802627563,optimal,True,8,8000.0,0.051656484603881836,completed,19,19000.0,0.0004255955154034705,16,0
8,40,3000.0,10,2,4,17000,True,25,11000.0,121.5818738937378,optimal,True,10,10000.0,0.048696279525756836,completed,1,1000.0,0.0004005225282867185,17,0
8,40,3500.0,10,2,4,18000,True,22,22000.0,75.55858492851257,optimal,True,9,9000.0,0.03563523292541504,completed,13,13000.0,0.0004716238791280993,18,0
